Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
06-04-2021,25.2,31.6,28.7,84,3,3.3,7,300,3,W
07-04-2021,23.4,30,27.1,88,8,5,4,280,1,C
08-04-2021,25.6,31.2,27.1,89,0.5,0.5,8,330,4,W
09-04-2021,24.4,31.8,28.1,84,8.5,8.2,7,260,3,W
10-04-2021,25.6,31.2,28.2,84,0,8.6,4,320,1,C
11-04-2021,26,32.6,28.7,81,0,7,4,330,2,C
12-04-2021,24.6,31.8,27.5,90,17,6.2,4,360,1,C
13-04-2021,25.4,30.8,27.8,86,3.4,6.2,5,340,2,C
14-04-2021,25.4,30.8,27.6,84,0,8.7,4,170,1,C
15-04-2021,25.8,32.2,28.5,81,4.7,6,6,20,1,C
16-04-2021,26.2,32,28.7,79,0,7.5,5,340,2,C
18-04-2021,25.2,31.4,28.2,81,2,8.7,3,350,1,C
19-04-2021,24.8,32.6,28.3,84,15.3,9.5,3,270,1,C
20-04-2021,25.4,32.6,28.1,82,12.6,8.1,4,340,2,C
21-04-2021,23.6,34.4,28,74,0,9.9,6,110,2,E
22-04-2021,24.8,33.6,28.3,74,0,10,6,350,2,C
23-04-2021,25.4,31.8,28.3,80,0,10.3,5,340,2,C
24-04-2021,25.2,33.4,28.4,78,0,9.4,5,100,2,C
25-04-2021,24.8,32.6,28.2,82,30.4,5.1,4,60,2,C
26-04-2021,26.4,33.4,29.8,75,0,5.7,7,80,2,C
27-04-2021,26.8,33.8,29.4,79,0,10.1,5,110,3,E
28-04-2021,26.2,30.2,28,86,6.3,7.9,3,60,1,C
29-04-2021,25.2,32.4,28,82,0,0.2,4,360,2,C
30-04-2021,24.4,33.2,28.8,80,0,9.9,5,350,2,C
02-05-2021,27,34.2,29.9,80,0,9,5,120,2,C
03-05-2021,27,33.4,29.9,76,0,9.6,5,140,2,C
04-05-2021,26.4,34.2,29.7,76,0,8.6,4,120,2,C
05-05-2021,26.6,32.6,28.7,82,1.5,9.3,6,140,2,C
06-05-2021,25.4,33.2,28.4,82,29,4.6,4,100,2,C
07-05-2021,26.2,31.6,28.2,86,0.5,8,4,320,1,C
08-05-2021,25.8,31.8,27.9,86,0,5.9,5,110,1,C
09-05-2021,24.2,33.4,28.6,75,0.3,1,6,45,2,C
10-05-2021,24.4,33.6,29.4,73,0,10.6,6,60,3,E
11-05-2021,26.8,34.4,30.8,73,0,10.5,5,110,3,E
12-05-2021,26.6,34,30.1,75,3.9,10.4,6,80,3,SE
13-05-2021,25.6,33.6,29.2,77,0,8.5,5,130,2,C
14-05-2021,25.6,33.6,30.1,75,0,5.9,7,70,2,E
15-05-2021,26.6,33.4,29,81,0,9.3,5,10,2,C
16-05-2021,26,33.6,29.6,78,0.4,7.5,6,40,2,C
17-05-2021,25.6,33.6,29,80,0,9.2,5,200,2,E
18-05-2021,25.4,32.2,28.2,84,79.3,8.6,3,360,0,C
19-05-2021,25.6,32.2,28.2,84,0,5,6,90,1,C
20-05-2021,26,32.8,27.5,88,1,1.6,8,180,2,C
21-05-2021,23.4,33.4,28.6,84,41,6.6,4,90,1,C
22-05-2021,26.6,33.6,28.8,80,0,8.9,4,300,2,C
23-05-2021,25.6,34.4,28.2,85,,6.3,4,360,1,C
24-05-2021,23.4,33.4,28.8,82,0,6.8,5,80,2,E
25-05-2021,21.8,32.2,28,80,0,7.1,3,20,1,C
26-05-2021,25.2,32.6,29.2,78,0,3.5,6,120,3,C
27-05-2021,25.6,32.6,29.8,72,0,9.3,6,110,2,C
28-05-2021,26.4,32.6,29.7,74,0,10.4,5,150,2,SE
30-05-2021,24.8,32.8,28,86,48,6.8,6,320,1,C
31-05-2021,26.8,33,29.2,76,,8,4,270,1,C
01-06-2021,26,32.2,28.5,80,0,8.6,6,340,2,C
02-06-2021,26.6,32.6,28.8,81,0.5,8.7,6,100,2,C
03-06-2021,27.6,33,29.7,77,0,6.9,5,130,2,C
04-06-2021,27.4,34,30.1,73,0,8.3,6,130,2,C
05-06-2021,27,33.6,29.8,73,0,9.6,5,110,2,C
07-06-2021,26,32,28.6,77,0.2,9.1,4,330,2,C
08-06-2021,26,32.6,28.7,75,0,0,4,350,1,C
09-06-2021,25.4,32.8,28.4,78,0,9.5,6,40,2,C
10-06-2021,25.4,33.2,29.1,77,3.6,7,5,40,2,E
11-06-2021,25.4,33.2,28.4,79,13.5,8.5,5,45,2,C
12-06-2021,26,32.8,28.6,76,0,9.2,6,90,2,E
13-06-2021,26.8,33,29.8,68,0,8.8,6,130,3,E
14-06-2021,26,32.2,28.4,73,0,10,5,120,2,SE
15-06-2021,26.6,32.4,28.5,78,0,3.1,5,350,2,C
18-06-2021,24.6,32.6,28,77,,1.7,5,360,2,C
19-06-2021,24.4,32.8,26.5,88,0.5,8.4,4,20,1,C
20-06-2021,24,32.2,27,84,13.3,1.3,4,350,2,C
21-06-2021,23.8,31.4,26.7,84,26.9,7.3,5,60,1,C
22-06-2021,24.2,32.6,27.9,79,1.1,6.9,5,70,2,C
23-06-2021,25,32.2,27.5,82,9,7.6,6,120,2,E
24-06-2021,25.2,29.4,26.2,87,5,6.2,3,290,1,C
25-06-2021,24,32.2,27.8,79,42.5,1,4,120,2,C
26-06-2021,26.4,33.2,28.9,78,0,7.4,4,130,2,C
27-06-2021,25.6,33.2,28.9,82,0,6.9,4,120,2,C
28-06-2021,25.6,31.2,27,84,0.3,10.3,6,90,2,C
29-06-2021,24,33,28,76,18,1.8,6,60,2,C
30-06-2021,25.2,32.8,28.6,76,0,8.6,4,80,2,C
01-07-2021,25.4,32.6,28.6,75,0,7.3,6,100,2,C
02-07-2021,24.4,32,27.9,75,0,7.1,3,120,2,C
03-07-2021,25,32.8,28.1,70,0,8.5,5,360,2,C
04-07-2021,24.2,34,28.6,72,0,7.2,4,50,1,C
05-07-2021,25,34,28.6,70,0,8.6,5,140,2,SE
06-07-2021,22.6,33.4,28.6,54,0,9.6,6,120,3,SE
07-07-2021,22.4,33.4,27.8,63,0,10.5,5,360,2,C
08-07-2021,23.6,33.6,27.8,74,0,10.4,6,350,2,C
09-07-2021,25.4,33.4,28.7,76,0,9.1,4,150,2,SE
10-07-2021,26.6,33.6,29.6,72,0,6.4,5,90,3,E
11-07-2021,27.4,33.4,29.8,69,0,9,7,80,4,E
12-07-2021,24.4,33,28.3,70,0,9.6,7,110,3,E
13-07-2021,22.6,34.6,27.9,63,0,9,5,110,2,C
14-07-2021,25,32.6,28.5,66,0,10,5,100,1,C
15-07-2021,24.4,33,28.5,65,0,3.9,5,150,2,C
16-07-2021,23.2,32,27,69,0,10,5,100,2,C
17-07-2021,22.3,32.8,27.1,74,0,5.4,4,100,1,C
18-07-2021,25,34.6,28.3,77,0,7.7,6,110,2,E
19-07-2021,25,33.6,28.6,78,9.2,9.2,8,340,2,C
20-07-2021,27,34.4,29.7,72,0,10.2,8,110,3,C
21-07-2021,26.6,33.4,28.8,70,0,10.8,4,270,2,C
22-07-2021,26.2,32.6,28.7,77,0,9.1,4,160,2,C
24-07-2021,24.2,34.4,28.2,77,5.3,6.5,6,350,2,C
25-07-2021,22.8,34.6,29.4,58,0,10,6,120,2,C
26-07-2021,22.6,33.2,27.6,67,0,10.7,5,100,2,C
27-07-2021,20.8,33.6,27.6,62,0,10.7,5,90,2,C
28-07-2021,20.4,34.2,27.7,62,0,10.6,5,110,1,C
30-07-2021,23.6,33.4,28,74,0,10.4,4,350,2,C
31-07-2021,24,32.4,27.9,78,0,10.4,5,360,2,C
01-08-2021,24,33.8,28.4,77,1,7.7,4,100,2,C
02-08-2021,24.6,32.8,27.9,80,0,8.1,4,340,2,C
03-08-2021,24.4,32.8,27.9,82,6.3,8.4,3,310,1,C
04-08-2021,25,34.2,28.6,76,0,6.8,6,110,2,E
05-08-2021,25.8,33.8,29.1,71,0,8.2,6,80,2,E
06-08-2021,25.8,33.6,29,66,0,10.4,4,350,2,C
07-08-2021,24.6,33.4,29.5,72,0,10,5,80,2,E
08-08-2021,26.4,33.6,29.4,74,0,9.3,7,90,4,E
09-08-2021,26.8,34.8,29.3,76,0,9.4,6,130,3,E
10-08-2021,26,34,29.2,73,0,9.7,4,100,2,C
11-08-2021,25.2,34.2,29,63,0,9.3,5,120,2,C
12-08-2021,23.6,34.8,27.5,75,0,10.6,4,270,2,C
13-08-2021,24.8,33,28.4,76,0,6.5,4,10,2,W
14-08-2021,23.8,33.6,28,80,21.8,9,6,100,2,E
15-08-2021,25,33.8,29,73,0.4,8.7,6,130,3,C
16-08-2021,25.2,34.2,28.5,77,0,10.6,7,90,3,E
17-08-2021,25.4,34.4,29.1,70,0,9.9,4,120,2,C
18-08-2021,25.2,33.2,28,75,0,10.1,4,350,1,C
19-08-2021,25.8,31.8,27.6,83,0,10.8,5,360,1,C
20-08-2021,24,33.6,28.4,73,15.4,5.3,5,110,2,E
21-08-2021,25.6,33.4,28.7,72,0,8.7,4,320,2,C
22-08-2021,23.8,32.8,27.4,82,0.4,6.4,5,320,2,NW
23-08-2021,24.6,34.6,28.7,78,0,9.8,6,110,2,C
24-08-2021,24.8,33.8,28.9,70,0,10,6,130,2,C
25-08-2021,22.8,34,28.4,72,0,10,4,80,2,C
26-08-2021,23.2,34.2,28.2,74,0,8.8,4,330,2,C
27-08-2021,23.4,34.2,28.2,70,0,9.6,6,340,2,C
28-08-2021,24.2,34.4,28.6,73,0,9.8,8,170,2,C
29-08-2021,25.2,35,29.3,76,17.2,9.5,6,110,3,E
30-08-2021,25,34.4,28.8,77,0,9,6,340,2,C
31-08-2021,25.6,34.8,29.6,73,,6.8,5,45,2,E
01-09-2021,25.2,33.8,28.7,77,0,8.4,4,340,2,N
02-09-2021,25,35,29.2,69,0,10.5,7,130,3,C
03-09-2021,19,33.4,28.7,71,0,8.8,3,130,1,C
04-09-2021,24,33,28.6,71,0,7,6,340,2,C
05-09-2021,25.6,32.4,28.4,78,0,9.6,4,10,1,C
06-09-2021,26,33.8,29.2,75,0,0.5,8,360,3,N
07-09-2021,27.2,34,29.7,74,0,9.6,5,50,3,W
08-09-2021,24.6,35.2,28.6,82,13.7,9.7,8,130,2,C
09-09-2021,23,33.8,28.1,70,2.8,8.5,5,280,2,W
10-09-2021,23,34,28.7,80,0,9.5,6,360,2,C
11-09-2021,26,31.6,27.8,84,0,9.3,6,340,2,N
12-09-2021,25.2,33.2,28.6,79,8.8,3.7,5,50,3,SE
13-09-2021,26.2,33,29.9,74,0.2,6.4,8,110,3,E
14-09-2021,27.6,32.2,27.8,82,0,8.1,5,110,2,C
15-09-2021,24,33.6,28.1,78,14.8,3.2,7,70,2,C
16-09-2021,25.2,32.8,28.4,78,0,9.8,4,340,2,C
17-09-2021,24,35.2,28.3,80,10.6,10.3,8,90,2,C
18-09-2021,24.8,35.6,29.5,69,0,9.8,6,80,2,C
19-09-2021,25.2,35.2,29.5,70,0,10.7,7,150,3,C
20-09-2021,24.4,33,28.7,72,0,9.8,5,300,3,NW
21-09-2021,24.6,34.2,27.9,78,24.4,10.1,4,50,2,C
22-09-2021,23.2,32.8,28.5,70,7.2,6.4,9,90,3,SE
23-09-2021,26.6,34.2,29.8,67,0.2,6.2,6,130,3,SE
24-09-2021,26,33.6,29.5,71,0.3,8.4,4,130,2,C
26-09-2021,24.2,32.2,27.4,83,69,9.4,6,70,2,C
27-09-2021,24.8,33.4,28.4,80,10.5,5.8,4,90,2,C
28-09-2021,25.2,33.8,28.8,81,36,8.3,3,280,1,C
29-09-2021,25,35.2,29.4,69,0,9,6,100,2,W
30-09-2021,25.2,35.4,30.1,68,0,10.1,7,120,3,C
01-10-2021,26.6,33.8,29.8,73,0,10.6,5,310,2,W
02-10-2021,25.2,32.8,29.1,73,0,7.2,4,330,2,C
03-10-2021,25.2,32.8,28.8,74,0,6.8,4,340,2,C
04-10-2021,25.8,32.6,28.5,74,0,9.3,5,180,2,C
05-10-2021,25.2,32.8,28.6,77,,6.1,4,350,2,C
06-10-2021,24.8,32.8,28.8,70,0,0,4,330,1,C
07-10-2021,24.2,33.6,28.2,73,0,7.2,5,350,1,C
08-10-2021,24.8,33.2,28.3,79,0,8.8,4,350,2,C
09-10-2021,24.4,32.8,29,75,2.3,9.3,5,350,2,N
10-10-2021,25,35.6,29.1,75,0,9.8,4,360,2,C
11-10-2021,26,34.2,29.6,74,0,10.6,5,350,2,C
12-10-2021,24.8,36,29.2,71,0,8.7,6,110,3,E
13-10-2021,25.4,33.4,29.5,71,0,11.4,6,250,2,C
14-10-2021,25.6,34.8,29.7,69,0,10.4,3,45,1,C
15-10-2021,26,35,29.6,76,0,7.4,6,90,2,C
16-10-2021,25.8,35,30.7,72,0,7.5,4,130,2,W
17-10-2021,26.4,34,29.9,77,4.7,6.3,5,330,2,C
18-10-2021,25.4,33.2,28.1,83,7.7,9,5,130,2,C
19-10-2021,25.2,31.8,28.5,81,0.4,3.3,4,310,2,C
20-10-2021,25.8,33,29.5,80,0,6.6,5,330,2,C
21-10-2021,26,32.6,29.3,82,10.2,9.5,5,350,2,C
22-10-2021,24.8,33.2,27.6,86,15,9.8,4,340,1,C
23-10-2021,25,34.8,29.3,78,12.3,9.1,4,140,2,C
24-10-2021,26,32.2,29.1,81,9.3,7,5,90,2,C
25-10-2021,26,33.2,29.5,80,0,0,5,280,2,C
26-10-2021,23.4,34.6,29.2,76,34.3,9.8,4,360,2,C
27-10-2021,26.4,34,29.1,78,0.3,8.8,6,30,3,SE
28-10-2021,26.2,33.8,29.7,75,1.7,7.7,6,350,3,C
29-10-2021,26.4,32.2,28.5,84,3.1,7.3,6,250,1,C
30-10-2021,26.4,32,28,84,8.4,4.7,4,250,2,C
31-10-2021,26.4,33.4,28.6,84,9.4,6,6,330,2,C
01-11-2021,25,32.4,28.4,82,32,6.6,5,350,2,C
02-11-2021,25.4,31.8,27.6,85,3.4,5.8,3,360,2,C
03-11-2021,25.2,31.8,28.4,82,3,4.6,6,310,2,C
04-11-2021,26.2,32.8,27.9,85,0,8.7,5,260,2,C
05-11-2021,22.8,31.4,28,84,110.8,8,4,340,2,N
06-11-2021,26.2,32.4,29.8,78,0,4.5,5,10,2,C
07-11-2021,26.4,32.4,29.4,81,3.6,7.9,5,340,2,N
08-11-2021,24.4,32,28.5,83,1.8,7.5,5,360,1,C
09-11-2021,26.6,32.2,29,82,0,4.7,5,340,2,C
10-11-2021,25.4,31.4,27.4,89,9.4,4.1,3,360,1,C
11-11-2021,24.8,31,27.9,85,42.4,5.6,4,260,1,C
12-11-2021,25.6,30.6,26.9,87,0.5,1.2,3,330,1,C
13-11-2021,24.4,31.4,27.8,85,30.6,0.5,5,320,2,C
14-11-2021,25.2,31,28,84,19.1,8.4,4,150,1,C
15-11-2021,25.4,29.2,26.1,92,0,2.9,4,250,1,C
16-11-2021,24,30.6,26.8,86,53.2,0,4,200,2,C
17-11-2021,24.4,32.4,27.9,80,0.6,2.3,5,360,2,C
18-11-2021,25.2,32,28.1,81,4,5.1,5,320,2,C
19-11-2021,26,31.6,28.3,83,0,7.5,5,360,2,W
20-11-2021,24.8,30,27.1,88,2.8,5.6,4,110,1,C
21-11-2021,25.6,31.4,28.2,84,0,0,5,340,2,C
22-11-2021,25.4,30.4,27.7,86,0.8,4.1,5,310,3,W
23-11-2021,24.8,31,27.9,86,4.1,3.5,5,350,2,N
24-11-2021,25.2,30.6,27.8,84,4.1,3.5,4,280,1,C
25-11-2021,26,31.4,27.7,87,0.4,2.3,5,340,2,C
26-11-2021,24.8,31.4,27.2,86,1.1,4,6,360,1,C
27-11-2021,24.2,30.6,27.3,86,15.9,2.5,5,360,2,C
28-11-2021,25,28.4,26.8,90,1.6,3.8,3,330,1,C
29-11-2021,25,31.4,27.8,82,0,0,7,45,3,N
30-11-2021,25.2,31.4,28.1,80,4.5,7.1,5,45,2,C
01-12-2021,23.8,31.4,27.6,79,1.8,8.2,5,360,2,C
02-12-2021,25,32.2,28.4,79,0,6.5,5,310,1,C
03-12-2021,25.6,30.8,28.3,85,3.2,6,4,350,1,C
04-12-2021,25.4,30.6,27.7,87,1.1,0.9,5,320,2,C
05-12-2021,25,30.4,26.9,86,3.1,1.6,6,290,2,W
06-12-2021,24.4,30.2,27,91,3.8,0.2,5,300,2,C
07-12-2021,24.6,31,27.5,84,6,0,6,310,3,W
08-12-2021,25.6,31.8,28.3,83,0.6,2.8,8,300,4,W
09-12-2021,25.8,31.6,28.4,82,0,5.6,7,280,2,C
10-12-2021,25.8,31,27.5,84,0,5.3,6,300,2,C
11-12-2021,25,31,27.8,84,3.7,2.3,5,290,2,C
12-12-2021,25.4,31.8,29.2,80,0.6,2.3,5,340,2,C
13-12-2021,26.4,31.6,28.7,85,0,7,4,350,2,C
15-12-2021,26.4,31.2,27.4,90,0.8,6.2,5,360,2,C
16-12-2021,24.2,32,27.7,86,12.8,4.6,4,330,2,C
17-12-2021,24.6,32,28.3,84,4,3.6,4,350,2,C
18-12-2021,26.6,31.8,28.3,88,3.3,7.8,4,330,2,C
19-12-2021,25.2,32.2,28.5,83,2.9,3.4,5,360,2,C
20-12-2021,26.2,31.2,28,85,0.9,8.3,6,340,2,C
21-12-2021,25.6,29.4,26.5,90,5.8,2.1,3,120,1,C
22-12-2021,23.4,31.2,27.8,84,3.1,0,4,330,2,C
23-12-2021,25.8,32.2,28.4,80,0,9,5,360,2,C
24-12-2021,24.2,31.2,27.4,86,22.2,5.6,4,350,2,C
25-12-2021,26,31.2,27.8,84,0,7.1,4,360,2,C
26-12-2021,24.8,32,27.3,86,11,3,5,330,2,C
27-12-2021,25,31.2,26.9,86,5.5,6.2,11,250,2,C
28-12-2021,23.8,30.8,27.6,84,56.8,3.1,7,320,2,W
29-12-2021,25.2,31.2,27.7,84,8.1,5.3,5,330,2,C
30-12-2021,25,31,28,83,0,5.7,5,360,1,C
31-12-2021,25.2,31,26.8,86,11.5,3.2,5,340,1,C
01-01-2022,23.4,30.8,27.8,80,68.5,5.7,5,350,2,C
02-01-2022,24.6,31.2,27.6,84,0.2,5.7,5,350,2,C
03-01-2022,25.4,31.4,28.1,83,0,6.6,4,330,1,C
04-01-2022,24.4,31.8,28.2,78,0,6,4,340,2,C
05-01-2022,25.2,30.8,27.8,79,0,7.1,4,360,2,C
06-01-2022,25.6,31,27.1,84,2,6.5,4,360,2,C
07-01-2022,23,31,26.9,86,58.8,4.5,5,350,2,C
08-01-2022,25,30.8,27.7,83,0.4,5.7,5,360,2,N
09-01-2022,26,29.8,27.5,87,1.2,7,4,290,2,C
10-01-2022,25.2,31,27.3,87,4,0,5,320,2,C
11-01-2022,25.4,31.2,26.8,88,1,6.9,8,300,3,W
12-01-2022,24.4,29.6,26.4,88,23.5,5.2,6,270,3,W
13-01-2022,25,30.6,26.4,86,0.2,0,10,330,3,W
14-01-2022,24.8,30.2,27.1,83,16.3,3.1,8,330,4,W
15-01-2022,25.2,29,27.1,84,0,1,6,250,4,W
16-01-2022,25.6,28.8,26.7,89,10.5,0.6,6,270,2,C
17-01-2022,25.2,31.6,27.6,83,0.8,0,6,350,2,C
18-01-2022,22.8,30.8,26.9,86,60.5,5.6,8,300,4,W
19-01-2022,24.4,30.4,27.1,86,4.6,3.2,7,280,4,NW
20-01-2022,24.2,29.8,26.2,91,50,7,6,320,2,C
21-01-2022,23.4,30.6,26.8,86,2.4,1.1,5,320,2,NW
22-01-2022,25.4,31.4,28.2,82,11.6,6.9,8,320,2,C
23-01-2022,25.4,31,27.6,85,0,0,6,320,2,C
24-01-2022,24.8,31.8,28.1,83,0.8,5.1,5,330,2,NW
25-01-2022,25.4,31.6,28.3,79,0,9.4,7,180,3,NW
26-01-2022,25.2,30.6,27.3,87,1.7,6.2,11,290,4,W
27-01-2022,24.8,31.4,27.5,86,10.3,3.7,8,320,3,C
28-01-2022,25.4,31.8,27.9,80,0,5.4,5,330,2,C
29-01-2022,25.6,32,28.2,82,,5.9,7,350,3,C
30-01-2022,26,32.4,28.7,81,0,6.2,6,330,3,NW
31-01-2022,25.8,30.4,27.6,82,0,7.2,7,330,2,C
01-02-2022,25.2,31.8,27.2,86,3.3,1.4,9,270,3,W
02-02-2022,23.2,31.2,27.4,86,7.6,6.4,7,290,3,W
03-02-2022,25.2,31.8,28.4,80,0,5.3,5,290,2,C
04-02-2022,25.8,31.6,28,82,0,6.9,7,290,2,C
05-02-2022,25.4,30.4,26.1,91,4.2,4.4,6,270,1,C
06-02-2022,25,30.8,27.3,86,24.9,0.3,10,300,4,W
07-02-2022,23.4,28.2,25.3,93,33,5.8,4,280,2,W
08-02-2022,23.4,30.4,26.9,86,4.4,0,10,290,3,W
09-02-2022,24.6,31.6,27.2,84,15.2,1.2,8,290,2,C
10-02-2022,23.8,30.8,27.2,84,5,6.7,7,280,3,C
11-02-2022,24.6,31.4,27.9,82,52.5,3.2,6,310,3,NW
12-02-2022,24.6,30.4,27,89,10.2,5.5,6,310,3,C
13-02-2022,24,30.4,26.7,89,41.7,5,6,310,2,NW
14-02-2022,24.2,33.2,27.3,82,3,1.1,4,100,1,C
15-02-2022,24.2,31.6,27.7,85,24.4,4.4,3,60,1,C
16-02-2022,25.8,34.4,28.1,83,0,2.2,7,110,2,C
17-02-2022,24.4,32.6,27.2,87,6.4,8.9,5,90,2,C
18-02-2022,24.2,27,25.5,94,32.7,6,4,80,1,C
19-02-2022,24,31.2,27.5,82,28.5,0,4,300,1,C
20-02-2022,25.4,31.6,27.7,86,,9.1,4,350,1,C
21-02-2022,23.8,30.6,27.3,83,0,1.6,4,340,2,C
22-02-2022,23.8,31.6,26.9,85,10.8,0.4,4,290,1,C
23-02-2022,23.6,31.2,27.3,83,0,1,6,180,2,C
24-02-2022,24,31.4,27.8,86,3,4.8,5,340,2,C
25-02-2022,23.8,30.6,27.2,84,3.4,8.5,4,330,2,C
26-02-2022,25.4,31.4,28.3,84,0,4.2,5,320,2,W
27-02-2022,26,31.8,28.8,74,2.6,5.5,9,330,4,W
28-02-2022,24.6,29.6,27.2,90,19.8,6.8,10,270,3,W
01-03-2022,24.4,31,27.2,86,13.2,0,8,280,3,W
02-03-2022,24.2,31.6,27.3,88,0,6.1,8,320,4,W
03-03-2022,24.2,31.2,27.6,85,18.5,8.1,5,290,2,C
04-03-2022,25.2,30.8,27.8,84,1.2,6.4,5,340,2,C
05-03-2022,25.2,31.2,27.5,90,0,6.3,5,340,1,C
06-03-2022,25,31.4,27.9,86,1,4.4,4,360,2,C
07-03-2022,26,31.2,27.1,91,0,7.3,3,330,1,C
08-03-2022,23.8,31,26.3,89,11.4,2.3,6,340,2,C
09-03-2022,24.4,30.8,26.9,90,29,7.1,6,330,2,C
10-03-2022,24,30.6,27.1,88,5.9,2.5,4,280,2,C
11-03-2022,24.4,31,27.7,85,0.5,4.9,6,320,3,W
12-03-2022,25,30.6,27.3,90,17.5,8.3,5,350,2,C
13-03-2022,25,31.4,28.6,84,5.6,1.2,6,340,2,C
14-03-2022,25,32.4,27.2,90,5.8,9.4,6,320,2,NW
15-03-2022,25.2,30.4,27,94,20.9,7.5,2,320,0,C
16-03-2022,24,32,27.5,83,4.9,0.5,5,350,2,C
17-03-2022,24.6,31.6,28.2,80,0,6.9,5,330,2,C
18-03-2022,25.6,32.2,29.2,84,0,10.2,6,290,2,W
19-03-2022,26.6,32.2,26.8,88,0,8.8,5,290,2,C
20-03-2022,24.4,32.2,27.9,87,19.5,5.3,4,120,2,C
21-03-2022,25,31.4,28.4,81,4,6,5,360,2,C
22-03-2022,25.4,30.6,27.3,86,0,5.3,4,340,1,C
23-03-2022,25.2,31.8,28.5,85,4.7,2.4,7,240,3,W
24-03-2022,24.8,31.6,28.2,84,1.2,3.3,6,340,2,C
25-03-2022,25,31.8,28.4,79,0,9,4,330,1,C
26-03-2022,26.2,32.2,28.8,82,0,7.4,6,330,2,W
28-03-2022,25.8,31.6,28.4,78,0,8,5,350,2,C
29-03-2022,24.8,32,28.8,76,0,4.6,6,280,2,C
30-03-2022,25.4,32.6,28.9,76,0,8.5,5,340,2,C
31-03-2022,24.8,32.6,28.3,74,0,9.4,5,20,2,C
01-04-2022,24.2,33,28,82,14.5,8.2,4,280,2,C
02-04-2022,24.6,32.4,28.3,76,1,8.7,5,360,2,C
03-04-2022,26.2,32.2,28.1,81,0,9.6,4,340,2,C
04-04-2022,24.4,32.4,28.3,80,0,6,4,290,2,SE
05-04-2022,23.8,32,28.7,80,0,8,4,270,2,W
06-04-2022,25,34.8,28.9,77,21.2,9.2,5,260,2,C
07-04-2022,25,32,28,84,,8.2,4,270,2,C
08-04-2022,24.8,32,28,78,1,5.8,5,140,2,C
09-04-2022,25.2,32.8,27.9,81,1,7.8,5,350,2,C
10-04-2022,25.2,32.4,28.7,78,2.7,7.9,3,120,1,C
11-04-2022,25.8,33.6,28.9,82,0,5.8,6,360,3,NW
12-04-2022,24,32.4,28.4,75,32.2,10,4,350,2,N
13-04-2022,25.2,33.2,28.6,75,0,8.3,5,350,2,C
14-04-2022,26,32.8,29.3,75,0,9,5,340,2,C
15-04-2022,25.2,33.6,28.9,74,0,8.9,5,330,2,C
16-04-2022,26.2,33.6,29.5,77,0,10.4,6,360,3,N
17-04-2022,24.4,34,29,78,0,10.2,5,360,2,N
18-04-2022,24.8,33,29.1,82,7,10.4,6,350,2,C
19-04-2022,26,32.4,28,84,2.4,9.6,5,330,2,N
20-04-2022,24.4,31.4,27.4,86,5.4,8,4,350,2,N
21-04-2022,24.8,29.4,25.5,94,4.6,5,10,280,2,C
22-04-2022,23.6,32.4,28.2,78,4.4,1.9,5,50,2,C
23-04-2022,24.8,33.8,27.7,82,0,10.1,4,120,2,C
24-04-2022,25,32.2,28.5,82,6.2,7.4,5,340,1,C
25-04-2022,24.6,32.4,28,84,0.3,6.1,5,320,2,C
26-04-2022,24.8,31.6,27.2,90,15.2,6.6,7,360,1,C
27-04-2022,25.4,31.6,28,84,0,2.6,4,0,1,C
28-04-2022,25,31.6,27.7,82,3.8,4.5,4,290,2,W
29-04-2022,26,32,28.3,81,0,2,5,350,2,C
30-04-2022,26.4,33.2,28.8,81,2.5,5.5,5,320,2,C
02-05-2022,25.8,34.4,29.6,74,0,6.5,7,50,3,SE
03-05-2022,25.8,35.2,30.2,70,0,7.1,8,120,3,SE
04-05-2022,26,33.8,28.9,78,0,9.5,8,350,2,N
05-05-2022,25,33.2,29,76,0,9.5,5,350,2,C
07-05-2022,26,33.8,29.8,76,1,7.5,6,100,3,C
08-05-2022,24.6,32.8,28.7,83,18.8,9.5,7,120,2,NW
09-05-2022,26,32.4,27.5,85,0,8.4,4,290,2,C
10-05-2022,25,34,29.4,77,28.2,4,5,80,2,C
11-05-2022,26.4,32.2,29.1,81,0,6.8,5,340,2,N
12-05-2022,26,32.8,29.2,82,10.5,6.3,6,350,2,NW
13-05-2022,26.2,32.8,29,82,0,6.5,6,340,2,N
14-05-2022,26.8,32.6,28.1,84,0,8.5,5,350,2,N
15-05-2022,25.4,33.2,28.4,85,4.7,3.9,4,100,1,C
16-05-2022,26.6,32.8,28.6,83,0,6.2,5,340,1,C
17-05-2022,22,34.4,28.4,76,0,8.3,4,150,1,C
18-05-2022,25.2,34.6,28.9,80,0.4,7.9,5,90,3,C
19-05-2022,25.8,33.2,28.8,79,3.2,8.5,5,130,2,C
20-05-2022,24.2,33.4,28.2,82,8.2,6.5,4,70,2,C
21-05-2022,24.8,32.6,27.9,81,51.4,9.1,5,140,2,SE
22-05-2022,25.6,33,29.2,74,1,3.2,7,130,3,SE
23-05-2022,26.2,32.2,29.1,74,0.4,6.5,7,120,2,SE
24-05-2022,26.6,33.6,29.5,74,0,1.5,4,150,2,SE
25-05-2022,26.8,31.2,28.4,80,,6.5,4,160,2,C
27-05-2022,23.2,31.8,27.5,82,53.9,0.7,5,340,2,C
